,,M_c,q,s1_z,s2_z,iota,d_L,t_c,psi,ra,dec,lambda_1,lambda_2,H_0,v_p,logL,logL_birth,nlive
labels,,$M_c$,$q$,$s_{1z}$,$s_{2z}$,$\iota$,$d_L$,$t_c$,$\psi$,$\alpha$,$\delta$,$\Lambda_1$,$\Lambda_2$,$H_0$,$v_p$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,,,,,,
46,0.0,1.4561242564699575,0.2643853699640951,0.015526871622408928,0.0111124810121358,0.32431676346049093,66.5631478015146,0.018311546128014916,1.3692643402539506,3.4127633905738923,0.20545660564379187,1054.0547968206638,4683.060530299308,217.17324826624545,442.54079747200853,-13058.905878521782,,1454
47,0.0,2.0235035051366936,0.22414597459219973,-0.03203716733870197,-0.03933053914675595,2.0218671487938655,60.86464263491068,-0.09727913744090816,0.03911118598476686,3.453213140768625,0.27713916927398186,1138.40389937801,3458.127929991633,242.77339198749115,104.01780078603906,-12955.108388722721,,1453
48,0.0,1.7785544960212782,0.13735827113114,-0.03716747669374763,0.004467656079003769,2.04616770900311,72.77951252956083,-0.037435515776026926,1.0779225728246202,3.4323687548371105,1.0058298291795371,2627.7723713007263,4962.807924530459,217.3054709040849,-925.5233960591478,-12946.143230593976,,1452
49,0.0,1.6687000922118302,0.13097715325709025,0.01922421093821347,0.03464857508485697,1.0393622733145924,71.27466910375065,-0.08310446236740963,1.8392361534308388,3.466223809075891,-0.6910078459265029,4722.590088309211,2640.4584177303104,211.90285586876507,-281.0749045201835,-12854.231184139078,,1451
50,0.0,2.1300931615097483,0.889912959418717,0.0049090165956775095,0.02637044353908087,1.9014305941853775,74.31323863515648,0.09522344412185682,2.7850720110957967,3.472361749667051,-0.6855396586315308,3554.6122886212393,1671.5153680411797,199.43968357433295,-40.921911574250316,-12764.205533640228,,1450
51,0.0,1.30422184562368,0.9495583618783034,-0.003391180009695828,-0.03888815811702029,2.621209198025808,74.57847347626249,-0.0685228520545691,1.0121819805743637,3.4556174283528005,-0.8195581572385983,3103.4943217063583,3077.5378828013377,203.88117269079927,-503.4739409233784,-12666.55793855704,,1449
52,0.0,1.6197590049300308,0.5893161089860027,0.003613578316851121,0.0086565450261296,2.5850088442128056,64.70596450882573,-0.09326559071282894,1.6937162362321614,3.4813627117092385,-0.32173566889363636,1556.0896768374498,3275.9877933922908,222.53470546502388,48.16005488743531,-12260.061551125902,,1448
53,0.0,1.9681486051792474,0.4224884647012974,-0.016762227551122957,-0.043543957711836126,0.9733149606164773,68.23865676926043,0.05245775507976416,1.3291301788173855,3.4607120830419844,1.1333989319243192,1869.8070721947768,1021.9532540427346,197.76221658949794,957.7742715424415,-11995.023559201984,,1447
54,0.0,1.3354334355097703,0.6230431285424103,-0.02311749452153411,0.03347495297074142,1.087270182981358,74.04243943072407,0.06173126882903515,1.391072678937002,3.4736937496637736,0.35781087485945234,3207.3109617821215,1165.1514007348485,193.47850725124897,83.1297516522427,-11872.811951494366,,1446
55,0.0,1.4763025421082234,0.9825981228635073,0.048408568916225955,-0.025109741190637205,1.5881074026229858,64.40640473322354,-0.0324649636497779,1.706707010147766,3.416910067095445,1.2030579267944899,2253.8491144664,3067.9276306216198,222.3548832051894,41.30952096471765,-11772.388942500951,,1445
